MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,YrSold,SaleType,SaleCondition,GarageYrBlt_2,MoSold_2,ln_y
60,RL,13682,IR2,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,VinylSd,VinylSd,No_Fence,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,Ex,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,1,Gd,BuiltIn,Fin,3,641,TA,192,0,37,0,0,0,No_Fence,0,2006,New,Partial,2000_plus,Octobre_Decembre,12.991753427493052
20,RL,7200,Reg,Bnk,Inside,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,HdBoard,HdBoard,MnPrv,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,Ex,780,0,0,780,0,0,1,0,2,1,TA,4,0,No_FirePlace,Detchd,Unf,1,352,TA,196,0,0,0,0,0,MnPrv,0,2008,WD,Normal,1950_1980,Janvier_Mars,11.73526869611367
20,RL,13072,Reg,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,Ex,1158,0,0,1158,1,0,1,1,3,1,Gd,5,0,No_FirePlace,Detchd,Unf,2,576,TA,0,50,0,0,0,0,No_Fence,0,2006,New,Partial,2000_plus,Avril_Juin,11.970350312009105
75,RM,7200,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,MetalSd,MetalSd,No_Fence,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,TA,581,530,0,1111,0,0,1,0,3,1,Fa,6,0,No_FirePlace,Detchd,Unf,1,288,TA,0,0,144,0,0,0,No_Fence,0,2007,WD,Normal,1900_1950,Janvier_Mars,11.522875795823397
120,RL,6442,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,No_Fence,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,Ex,1370,0,0,1370,0,0,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2,484,TA,120,49,0,0,0,0,No_Fence,0,2007,WD,Normal,2000_plus,Octobre_Decembre,12.218495165528731
70,RM,10300,IR1,Bnk,Inside,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,Gable,Stucco,Stucco,GdPrv,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,Gd,902,808,0,1710,0,0,2,0,3,1,TA,9,0,No_FirePlace,Detchd,Unf,2,480,TA,12,11,64,0,0,0,GdPrv,0,2010,WD,Normal,1980_200,Avril_Juin,11.84939770159144
60,RL,9375,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,Gable,VinylSd,VinylSd,GdPrv,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,Ex,1057,977,0,2034,1,0,2,1,3,1,Gd,8,0,No_FirePlace,Attchd,RFn,2,645,TA,576,36,0,0,0,0,GdPrv,0,2009,WD,Normal,1980_200,Janvier_Mars,12.299107511497363
60,RL,9591,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,No_Fence,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,Ex,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,1,Gd,BuiltIn,RFn,3,852,TA,192,151,0,0,0,0,No_Fence,0,2007,WD,Normal,2000_plus,Octobre_Decembre,12.666657052859417
20,RL,19900,Reg,Lvl,Inside,NAmes,PosA,1Fam,1Story,7,5,1970,1989,Gable,Plywood,Plywood,No_Fence,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,TA,2207,0,0,2207,1,0,2,0,3,1,TA,7,1,Gd,Attchd,RFn,2,576,TA,301,0,0,0,0,0,No_Fence,0,2010,WD,Normal,1950_1980,Juillet_Septembre,12.100712129872347
20,RL,10665,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,No_Fence,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,Ex,1479,0,0,1479,1,0,2,0,3,1,Gd,7,0,No_FirePlace,Attchd,RFn,2,558,TA,144,29,0,0,0,0,No_Fence,0,2007,WD,Normal,2000_plus,Avril_Juin,12.328290278254423
30,RM,4608,Reg,Lvl,Corner,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,MetalSd,No_Fence,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,TA,747,0,0,747,0,0,1,0,2,1,TA,4,0,No_FirePlace,Attchd,Unf,1,220,TA,0,0,0,0,0,0,No_Fence,0,2010,WD,Normal,1900_1950,Avril_Juin,11.289781913656018
50,RL,15593,Reg,Lvl,Corner,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,BrkFace,AsbShng,No_Fence,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,TA,1304,983,0,2287,0,0,2,0,3,1,TA,7,1,TA,Attchd,Fin,2,667,TA,0,21,114,0,0,0,No_Fence,0,2006,WD,Normal,1950_1980,Juillet_Septembre,12.323855681186558
20,RL,13651,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,Plywood,Plywood,No_Fence,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,Ex,2223,0,0,2223,1,0,2,0,3,1,TA,8,2,Gd,Attchd,Fin,2,516,TA,300,0,0,0,0,0,No_Fence,0,2007,WD,Normal,1950_1980,Janvier_Mars,12.404923504275338
20,RL,7599,Reg,Lvl,Corner,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,TA,845,0,0,845,1,0,1,0,2,1,TA,4,0,No_FirePlace,Detchd,Unf,2,360,TA,0,0,0,0,0,0,No_Fence,0,2007,WD,Normal,1980_200,Avril_Juin,11.771436160121729
60,RL,10141,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,No_Fence,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,Gd,885,833,0,1718,0,0,2,1,3,1,TA,7,1,TA,Attchd,Fin,2,427,TA,0,94,0,0,291,0,No_Fence,0,2009,WD,Normal,1980_200,Octobre_Decembre,12.128111104060462
20,RL,10200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,GdWo,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,Gd,1086,0,0,1086,1,0,1,0,3,1,TA,6,0,No_FirePlace,Attchd,Unf,2,490,TA,0,0,0,0,0,0,GdWo,0,2010,WD,Normal,1980_200,Avril_Juin,11.883799128308773
50,RM,5790,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,VinylSd,No_Fence,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,Gd,840,765,0,1605,0,0,2,0,3,2,TA,8,0,No_FirePlace,Detchd,Unf,1,379,TA,0,0,202,0,0,0,No_Fence,0,2010,WD,Normal,1900_1950,Avril_Juin,11.584315461056901
180,RM,1596,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,GdWo,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,TA,526,462,0,988,1,0,1,0,2,1,TA,5,0,No_FirePlace,BuiltIn,Unf,1,297,TA,120,101,0,0,0,0,GdWo,0,2009,WD,Normal,1950_1980,Octobre_Decembre,11.418614785498987
20,RL,8475,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,Ex,952,0,0,952,0,0,1,0,2,1,TA,4,0,No_FirePlace,Detchd,Unf,1,283,TA,0,0,0,0,0,0,No_Fence,0,2008,WD,Normal,1950_1980,Avril_Juin,11.818570237796182
50,RM,8635,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,MnPrv,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,TA,1072,213,0,1285,1,0,1,0,2,1,TA,6,0,No_FirePlace,Detchd,Unf,1,240,TA,0,0,0,0,0,0,MnPrv,0,2008,WD,Normal,1900_1950,Janvier_Mars,11.751942365440728
90,RL,10778,Reg,Lvl,Inside,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,TA,1768,0,0,1768,0,0,2,0,4,2,TA,8,0,No_FirePlace,No_Garage,No_Garage,0,0,No_Garage,0,0,0,0,0,0,No_Fence,0,2010,WD,Normal,None,Avril_Juin,11.824079893607152
50,RM,10440,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,MnPrv,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,Gd,682,548,0,1230,0,0,1,1,2,1,TA,5,0,No_FirePlace,Detchd,Unf,2,440,TA,74,0,128,0,0,0,MnPrv,0,2009,WD,Normal,1950_1980,Avril_Juin,11.608235644774552
60,RL,13000,Reg,Lvl,Corner,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,No_Fence,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,TA,1182,960,0,2142,0,0,2,1,4,1,Gd,8,1,Gd,Attchd,Fin,1,509,TA,0,72,0,0,252,0,No_Fence,0,2009,WD,Normal,1950_1980,Avril_Juin,12.173032791451973
120,RM,4500,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,No_Fence,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,Ex,1337,0,0,1337,1,0,2,0,2,1,TA,5,0,No_FirePlace,Attchd,Fin,2,405,TA,0,199,0,0,0,0,No_Fence,0,2006,WD,Normal,1980_200,Janvier_Mars,11.941455846009388
20,RL,10206,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,No_Fence,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,Ex,1563,0,0,1563,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,RFn,3,758,TA,144,99,0,0,0,0,No_Fence,0,2008,WD,Normal,2000_plus,Octobre_Decembre,12.409013489526863
20,RL,8892,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,No_Fence,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,Gd,1065,0,0,1065,0,0,1,1,3,1,TA,6,0,No_FirePlace,Detchd,Unf,2,461,TA,74,0,0,0,0,0,No_Fence,0,2007,COD,Normal,1950_1980,Juillet_Septembre,11.747997587149712
80,RL,8530,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,No_Fence,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,Gd,804,670,0,1474,0,0,2,1,3,1,TA,7,1,TA,BuiltIn,Fin,2,400,TA,120,72,0,0,0,0,No_Fence,700,2009,WD,Normal,1980_200,Avril_Juin,12.034691028774553
60,RL,16059,Reg,Lvl,Corner,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,No_Fence,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,Ex,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,1,TA,Attchd,Unf,2,462,TA,127,82,0,0,0,0,No_Fence,0,2006,WD,Normal,1980_200,Avril_Juin,12.468436909997665
60,RL,11911,IR2,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,Ex,684,876,0,1560,0,0,2,1,3,1,Gd,6,1,Gd,BuiltIn,Fin,2,400,TA,100,38,0,0,0,0,No_Fence,0,2009,WD,Normal,2000_plus,Janvier_Mars,12.066810578196666
160,FV,3951,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,No_Fence,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,Ex,612,612,0,1224,0,0,2,1,2,1,Gd,4,0,No_FirePlace,Detchd,RFn,2,528,TA,0,234,0,0,0,0,No_Fence,0,2009,New,Partial,2000_plus,Avril_Juin,12.010665849187564
50,C (all),8470,IR1,Lvl,Corner,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,MnPrv,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,TA,1013,0,513,1526,0,0,1,0,2,1,Fa,6,0,No_FirePlace,No_Garage,No_Garage,0,0,No_Garage,0,0,156,0,0,0,MnPrv,0,2009,ConLD,Abnorml,None,Octobre_Decembre,11.350406535472453
20,RL,8070,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,Ex,990,0,0,990,1,0,1,0,3,1,TA,5,0,No_FirePlace,No_Garage,No_Garage,0,0,No_Garage,0,0,0,0,0,0,No_Fence,0,2007,WD,Normal,None,Juillet_Septembre,11.724805824005728
20,RL,7200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,No_Fence,0.0,TA,TA,Slab,No_Basement,No_Basement,No_Basement,No_Basement,0,No_Basement,0,0,0,TA,1040,0,0,1040,0,0,1,0,2,1,TA,4,0,No_FirePlace,Detchd,Unf,2,420,TA,0,29,0,0,0,0,No_Fence,0,2006,WD,Normal,1950_1980,Juillet_Septembre,11.607326140391713
20,RL,8500,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,GdWo,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,TA,1235,0,0,1235,0,0,1,0,2,1,TA,6,0,No_FirePlace,Attchd,Unf,2,480,TA,0,0,0,0,0,0,GdWo,0,2006,WD,Abnorml,1950_1980,Octobre_Decembre,11.498826540590727
30,RL,13360,IR1,HLS,Inside,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,Ex,964,0,0,964,1,0,1,0,2,1,TA,5,0,No_FirePlace,Detchd,Unf,2,432,TA,0,0,44,0,0,0,No_Fence,0,2009,WD,Normal,1900_1950,Juillet_Septembre,12.004568269319446
190,C (all),7200,Reg,Lvl,Corner,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,No_Fence,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,Ex,1260,1031,0,2291,0,1,2,0,4,2,TA,9,1,Gd,Detchd,Unf,2,506,TA,0,0,0,0,99,0,No_Fence,0,2007,WD,Normal,1900_1950,Octobre_Decembre,11.804848531679264
60,RL,9337,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,Ex,905,881,0,1786,1,0,2,1,3,1,Gd,7,0,No_FirePlace,Attchd,RFn,2,684,TA,0,162,0,0,0,0,No_Fence,0,2007,WD,Normal,1980_200,Avril_Juin,12.229545001715316
60,RL,9765,IR2,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,No_Fence,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,Gd,680,790,0,1470,0,0,2,1,3,1,TA,6,1,TA,BuiltIn,Fin,2,420,TA,232,63,0,0,0,0,No_Fence,480,2009,WD,Normal,1980_200,Avril_Juin,12.128111104060462
20,RL,10264,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,No_Fence,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,Ex,1588,0,0,1588,0,0,2,0,3,1,Gd,6,0,No_FirePlace,Attchd,RFn,2,472,TA,158,29,0,0,0,0,No_Fence,0,2006,WD,Normal,1980_200,Juillet_Septembre,12.273731294003989
20,RL,10921,Reg,HLS,Inside,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,No_Fence,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,TA,960,0,0,960,1,0,1,0,3,1,TA,6,0,No_FirePlace,Attchd,Fin,1,432,TA,120,0,0,0,0,0,No_Fence,0,2007,WD,Normal,1950_1980,Avril_Juin,11.458997122944673
30,RL,10625,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,Fa,835,0,0,835,0,0,1,0,2,1,TA,5,0,No_FirePlace,Basment,Unf,1,366,Fa,0,0,77,0,0,0,No_Fence,400,2010,COD,Abnorml,1900_1950,Avril_Juin,11.326595886778735
20,RL,9320,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,Fa,1225,0,0,1225,1,0,1,1,3,1,TA,6,0,No_FirePlace,No_Garage,No_Garage,0,0,No_Garage,352,0,0,0,0,0,No_Fence,400,2010,WD,Normal,None,Janvier_Mars,11.76718001130949
20,RL,10603,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,Plywood,Plywood,No_Fence,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,Gd,1610,0,0,1610,1,0,2,0,3,1,Gd,6,2,TA,Attchd,RFn,2,480,TA,168,68,0,0,0,0,No_Fence,0,2010,WD,Normal,1950_1980,Janvier_Mars,12.230765258120545
60,RL,9206,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,HdBoard,No_Fence,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,TA,977,755,0,1732,0,0,2,1,3,1,Gd,7,1,TA,Attchd,Fin,2,476,TA,192,46,0,0,0,0,No_Fence,0,2010,WD,Normal,1980_200,Avril_Juin,12.089538829274222
90,RL,7018,Reg,Bnk,Inside,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,HdBoard,No_Fence,0.0,TA,Fa,Slab,No_Basement,No_Basement,No_Basement,No_Basement,0,No_Basement,0,0,0,TA,1535,0,0,1535,0,0,2,0,4,2,TA,8,0,No_FirePlace,Attchd,Unf,2,410,TA,0,0,0,0,0,0,No_Fence,0,2009,WD,Alloca,1950_1980,Avril_Juin,11.686576205316552
20,RL,10402,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,Ex,1226,0,0,1226,0,0,2,0,3,1,Gd,6,0,No_FirePlace,Attchd,RFn,3,740,TA,0,36,0,0,0,0,No_Fence,0,2010,WD,Normal,2000_plus,Avril_Juin,12.200557464842063
50,RM,7758,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,Stucco,Stucco,No_Fence,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,Ex,1226,592,0,1818,0,0,1,1,4,1,TA,7,2,TA,Detchd,Unf,1,240,TA,0,0,0,0,184,0,No_Fence,0,2007,WD,Normal,1950_1980,Avril_Juin,12.040608205802641
60,FV,9375,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,No_Fence,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,Ex,1053,939,0,1992,0,0,2,1,3,1,Gd,9,1,Gd,Attchd,RFn,2,648,TA,140,45,0,0,0,0,No_Fence,0,2008,WD,Normal,2000_plus,Juillet_Septembre,12.429216196844383
30,RM,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,7,1885,1995,Mansard,VinylSd,VinylSd,No_Fence,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,Gd,1047,0,0,1047,0,0,1,0,2,1,TA,6,0,No_FirePlace,Detchd,Unf,1,273,Fa,0,0,0,0,0,0,No_Fence,450,2007,WD,Normal,1950_1980,Juillet_Septembre,11.512925464970229
20,RM,6000,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,Ex,789,0,0,789,0,0,1,0,2,1,TA,5,0,No_FirePlace,Detchd,Unf,1,250,TA,0,0,0,0,0,0,No_Fence,0,2008,WD,Partial,1900_1950,Avril_Juin,11.652687407345388
50,RM,8500,Reg,Lvl,Corner,IDOTRR,Artery,1Fam,1.5Fin,5,7,1919,2005,Gable,CemntBd,CmentBd,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,793,793,TA,997,520,0,1517,0,0,2,0,3,1,Fa,7,0,No_FirePlace,No_Garage,No_Garage,0,0,No_Garage,0,0,144,0,0,0,No_Fence,0,2007,WD,Normal,None,Juillet_Septembre,11.652687407345388
20,RL,11751,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1977,1977,Hip,Plywood,Plywood,MnPrv,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,0,1139,1844,Ex,1844,0,0,1844,0,0,2,0,3,1,TA,7,1,TA,Attchd,RFn,2,546,TA,0,122,0,0,0,0,MnPrv,0,2010,COD,Normal,1950_1980,Janvier_Mars,12.154779351142624
50,RL,9525,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,0,550,994,Gd,1216,639,0,1855,0,0,2,0,4,1,TA,7,0,No_FirePlace,Attchd,Unf,1,325,TA,182,0,0,0,0,0,No_Fence,0,2006,WD,Normal,1950_1980,Octobre_Decembre,11.82700601127654
80,RL,7750,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,2000,2000,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250,Unf,0,134,384,Ex,774,656,0,1430,0,0,2,1,3,1,TA,7,1,TA,BuiltIn,Fin,2,400,TA,180,0,0,0,0,0,No_Fence,0,2010,WD,Normal,2000_plus,Avril_Juin,12.100712129872347
60,RL,9965,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,No_Fence,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,0,280,1264,Ex,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,1,Gd,BuiltIn,Fin,3,792,TA,120,184,0,0,168,0,No_Fence,0,2007,New,Partial,2000_plus,Octobre_Decembre,12.858319703517948
20,RL,21000,Reg,Bnk,Corner,Crawfor,Norm,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,Wd Sdng,MnPrv,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35,Rec,869,905,1809,TA,2259,0,0,2259,1,0,2,0,3,1,Gd,7,2,Gd,Basment,Unf,2,450,TA,166,120,192,0,0,0,MnPrv,0,2007,COD,Abnorml,1950_1980,Octobre_Decembre,12.287652632522597
70,RL,7259,IR1,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,Wd Sdng,MnPrv,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774,LwQ,150,104,1028,Ex,1436,884,0,2320,1,0,2,1,3,1,Gd,9,1,TA,Detchd,Unf,1,180,TA,224,0,0,0,0,0,MnPrv,0,2007,WD,Normal,1900_1950,Juillet_Septembre,12.46651198158808
160,FV,3230,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,No_Fence,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,0,310,729,Gd,729,729,0,1458,0,0,2,1,2,1,TA,5,1,Fa,Detchd,Unf,2,440,TA,0,32,0,0,0,0,No_Fence,0,2007,WD,Normal,1980_200,Avril_Juin,12.078239274020289
20,RL,11616,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,Gable,Wd Sdng,Wd Sdng,No_Fence,116.0,TA,TA,CBlock,TA,TA,No,LwQ,170,BLQ,670,252,1092,TA,1092,0,0,1092,0,1,1,0,3,1,TA,6,1,Po,Attchd,Unf,1,288,TA,0,20,144,0,0,0,No_Fence,0,2009,WD,Normal,1950_1980,Juillet_Septembre,11.842229212112828
20,RL,8536,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,5,2006,2007,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1125,1125,Gd,1125,0,0,1125,0,0,1,1,2,1,TA,5,0,No_FirePlace,Attchd,Unf,2,430,TA,80,64,0,0,0,0,No_Fence,0,2007,New,Partial,2000_plus,Avril_Juin,11.951180395901384
